dungeon_id,floor_id,stage,spawn_type,monster_id,monster_level,row_count
110,1,41,0,100,10,6
110,1,41,0,102,10,6
110,1,41,0,104,10,3
110,1,41,0,108,10,1
110,1,41,0,191,10,12
110,1,41,0,192,10,2
110,1,41,0,193,10,1
110,1,41,0,194,10,6
110,1,41,0,195,10,3
110,1,41,0,196,10,6
110,1,41,0,197,10,7
110,1,41,0,198,10,8
110,1,41,0,199,10,8
110,1,41,0,200,10,6
110,1,42,0,98,10,10
110,1,42,0,100,10,7
110,1,42,0,102,10,7
110,1,42,0,104,10,4
110,1,42,0,108,10,6
110,1,42,0,191,10,6
110,1,42,0,192,10,2
110,1,42,0,193,10,2
110,1,42,0,194,10,2
110,1,42,0,195,10,9
110,1,42,0,196,10,8
110,1,42,0,197,10,3
110,1,42,0,198,10,4
110,1,42,0,199,10,10
110,1,42,0,200,10,3
110,1,43,0,128,8,22
110,1,44,0,122,8,22
110,1,45,0,126,8,22
110,1,46,0,124,8,22
110,1,47,0,130,8,22
110,1,48,0,189,8,22
110,1,49,1,187,8,22
110,2,0,0,36,1,1
110,2,0,0,38,1,6
110,2,0,0,40,1,7
110,2,0,0,42,1,14
110,2,0,0,44,1,14
110,2,1,0,36,1,14
110,2,1,0,38,1,18
110,2,1,0,40,1,2
110,2,1,0,42,1,16
110,2,1,0,44,1,13
110,2,2,0,36,1,34
110,2,2,0,38,1,12
110,2,2,0,40,1,10
110,2,2,0,42,1,13
110,2,2,0,44,1,15
110,2,3,0,36,1,18
110,2,3,0,38,1,29
110,2,3,0,40,1,16
110,2,3,0,42,1,19
110,2,3,0,44,1,23
110,2,4,1,82,1,21
110,2,5,0,42,4,6
110,2,5,0,44,4,1
110,2,5,0,46,4,9
110,2,5,0,48,4,5
110,2,5,0,50,4,9
110,2,5,0,54,4,4
110,2,5,0,56,4,1
110,2,5,0,60,4,7
110,2,6,0,40,4,5
110,2,6,0,50,4,11
110,2,6,0,52,4,7
110,2,6,0,54,4,23
110,2,6,0,56,4,2
110,2,6,0,58,4,8
110,2,6,0,60,4,7
110,2,7,0,42,4,7
110,2,7,0,44,4,3
110,2,7,0,46,4,8
110,2,7,0,48,4,12
110,2,7,0,50,4,14
110,2,7,0,52,4,13
110,2,7,0,54,4,8
110,2,7,0,56,4,4
110,2,7,0,58,4,10
110,2,7,0,60,4,5
110,2,8,0,40,4,11
110,2,8,0,50,4,10
110,2,8,0,52,4,11
110,2,8,0,54,4,30
110,2,8,0,56,4,12
110,2,8,0,58,4,11
110,2,8,0,60,4,20
110,2,9,1,106,4,21
110,2,10,0,54,6,2
110,2,10,0,60,6,12
110,2,10,0,64,6,11
110,2,10,0,72,6,16
110,2,10,0,74,6,1
110,2,11,0,38,6,1
110,2,11,0,40,6,5
110,2,11,0,58,6,10
110,2,11,0,60,6,16
110,2,11,0,62,6,7
110,2,11,0,72,6,13
110,2,11,0,74,6,8
110,2,11,0,154,1,3
110,2,12,0,38,6,2
110,2,12,0,54,6,11
110,2,12,0,60,6,22
110,2,12,0,64,6,7
110,2,12,0,66,6,9
110,2,12,0,70,6,13
110,2,12,0,74,6,19
110,2,13,0,40,6,11
110,2,13,0,54,6,13
110,2,13,0,58,6,15
110,2,13,0,60,6,12
110,2,13,0,62,6,1
110,2,13,0,72,6,12
110,2,13,0,74,6,12
110,2,13,0,76,6,15
110,2,13,0,154,1,6
110,2,14,1,107,6,21
110,2,15,0,68,10,6
110,2,15,0,70,10,4
110,2,15,0,72,10,8
110,2,15,0,74,10,7
110,2,15,0,76,10,2
110,2,15,0,78,10,11
110,2,15,0,80,10,2
110,2,15,0,82,10,2
110,2,16,0,68,10,9
110,2,16,0,70,10,6
110,2,16,0,72,10,8
110,2,16,0,74,10,9
110,2,16,0,76,10,8
110,2,16,0,78,10,2
110,2,16,0,80,10,11
110,2,16,0,82,10,10
110,2,17,0,68,10,22
110,2,17,0,70,10,3
110,2,17,0,72,10,7
110,2,17,0,74,10,7
110,2,17,0,76,10,11
110,2,17,0,78,10,13
110,2,17,0,80,10,5
110,2,17,0,82,10,7
110,2,18,0,68,10,13
110,2,18,0,70,10,8
110,2,18,0,72,10,6
110,2,18,0,74,10,5
110,2,18,0,76,10,11
110,2,18,0,78,10,16
110,2,18,0,80,10,7
110,2,18,0,82,10,9
110,2,19,0,150,1,21
110,2,20,0,49,4,4
110,2,20,0,53,4,4
110,2,20,0,55,4,3
110,2,20,0,57,4,4
110,2,20,0,59,4,5
110,2,20,0,61,4,5
110,2,20,0,64,10,6
110,2,20,0,68,10,1
110,2,20,0,72,10,4
110,2,20,0,74,10,3
110,2,20,0,110,4,3
110,2,21,0,47,4,1
110,2,21,0,49,4,4
110,2,21,0,51,4,5
110,2,21,0,53,4,6
110,2,21,0,55,4,3
110,2,21,0,57,4,6
110,2,21,0,59,4,10
110,2,21,0,61,4,2
110,2,21,0,62,10,7
110,2,21,0,64,10,1
110,2,21,0,68,10,8
110,2,21,0,74,10,2
110,2,21,0,76,10,8
110,2,22,0,47,4,1
110,2,22,0,49,4,2
110,2,22,0,53,4,7
110,2,22,0,55,4,4
110,2,22,0,57,4,1
110,2,22,0,59,4,3
110,2,22,0,61,4,6
110,2,22,0,62,10,3
110,2,22,0,64,10,3
110,2,22,0,66,10,8
110,2,22,0,68,10,10
110,2,22,0,70,10,7
110,2,22,0,72,10,12
110,2,22,0,74,10,4
110,2,22,0,76,10,1
110,2,22,0,110,4,11
110,2,23,0,47,4,11
110,2,23,0,49,4,5
110,2,23,0,51,4,2
110,2,23,0,53,4,4
110,2,23,0,55,4,15
110,2,23,0,57,4,4
110,2,23,0,59,4,2
110,2,23,0,61,4,4
110,2,23,0,64,10,10
110,2,23,0,68,10,1
110,2,23,0,70,10,6
110,2,23,0,72,10,5
110,2,23,0,74,10,3
110,2,23,0,76,10,1
110,2,23,0,110,4,3
110,2,24,0,120,3,42
110,2,24,1,111,4,21
110,2,25,0,63,5,8
110,2,25,0,65,5,2
110,2,25,0,71,5,6
110,2,25,0,73,5,3
110,2,25,0,75,5,3
110,2,25,0,77,5,5
110,2,25,0,193,5,6
110,2,25,0,195,5,5
110,2,25,0,197,5,4
110,2,26,0,63,5,3
110,2,26,0,65,5,5
110,2,26,0,67,5,5
110,2,26,0,69,5,11
110,2,26,0,71,5,3
110,2,26,0,73,5,7
110,2,26,0,77,5,4
110,2,26,0,193,5,7
110,2,26,0,195,5,4
110,2,26,0,197,5,8
110,2,26,0,199,5,3
110,2,27,0,63,5,7
110,2,27,0,65,5,7
110,2,27,0,67,5,2
110,2,27,0,69,5,3
110,2,27,0,71,5,14
110,2,27,0,73,5,5
110,2,27,0,75,5,4
110,2,27,0,77,5,7
110,2,27,0,191,5,4
110,2,27,0,195,5,6
110,2,27,0,197,5,5
110,2,27,0,199,5,4
110,2,28,0,63,5,2
110,2,28,0,65,5,8
110,2,28,0,67,5,3
110,2,28,0,69,5,7
110,2,28,0,71,5,5
110,2,28,0,73,5,5
110,2,28,0,75,5,6
110,2,28,0,77,5,7
110,2,28,0,191,5,7
110,2,28,0,193,5,1
110,2,28,0,195,5,10
110,2,28,0,197,5,4
110,2,29,0,143,6,21
110,2,30,0,47,10,7
110,2,30,0,49,10,11
110,2,30,0,51,10,3
110,2,30,0,57,10,2
110,2,30,0,59,10,13
110,2,30,0,61,10,6
110,2,31,0,47,10,6
110,2,31,0,49,10,17
110,2,31,0,51,10,15
110,2,31,0,57,10,9
110,2,31,0,59,10,6
110,2,31,0,61,10,10
110,2,32,0,47,10,9
110,2,32,0,49,10,15
110,2,32,0,51,10,11
110,2,32,0,57,10,18
110,2,32,0,59,10,13
110,2,32,0,61,10,18
110,2,33,0,47,10,5
110,2,33,0,49,10,21
110,2,33,0,51,10,12
110,2,33,0,57,10,12
110,2,33,0,59,10,19
110,2,33,0,61,10,15
110,2,34,0,112,10,21
110,2,34,0,116,10,21
110,2,34,1,114,10,21
110,2,35,0,63,10,1
110,2,35,0,67,10,6
110,2,35,0,69,10,3
110,2,35,0,71,10,4
110,2,35,0,73,10,3
110,2,35,0,75,10,2
110,2,35,0,77,10,1
110,2,35,0,191,10,5
110,2,35,0,193,10,2
110,2,35,0,195,10,5
110,2,35,0,197,10,3
110,2,35,0,199,10,7
110,2,36,0,63,10,2
110,2,36,0,65,10,3
110,2,36,0,67,10,3
110,2,36,0,69,10,3
110,2,36,0,71,10,1
110,2,36,0,73,10,12
110,2,36,0,75,10,5
110,2,36,0,77,10,2
110,2,36,0,191,10,6
110,2,36,0,193,10,1
110,2,36,0,195,10,5
110,2,36,0,197,10,4
110,2,36,0,199,10,10
110,2,37,0,63,10,1
110,2,37,0,67,10,6
110,2,37,0,69,10,12
110,2,37,0,71,10,9
110,2,37,0,73,10,4
110,2,37,0,75,10,1
110,2,37,0,77,10,3
110,2,37,0,191,10,14
110,2,37,0,193,10,9
110,2,37,0,195,10,2
110,2,37,0,197,10,9
110,2,37,0,199,10,6
110,2,38,0,63,10,3
110,2,38,0,65,10,7
110,2,38,0,67,10,5
110,2,38,0,69,10,2
110,2,38,0,71,10,5
110,2,38,0,73,10,5
110,2,38,0,75,10,4
110,2,38,0,77,10,6
110,2,38,0,191,10,8
110,2,38,0,193,10,7
110,2,38,0,195,10,2
110,2,38,0,197,10,5
110,2,38,0,199,10,2
110,2,39,0,146,7,21
110,2,40,0,98,10,5
110,2,40,0,100,10,2
110,2,40,0,104,10,3
110,2,40,0,108,10,1
110,2,40,0,191,10,1
110,2,40,0,192,10,7
110,2,40,0,193,10,5
110,2,40,0,194,10,6
110,2,40,0,195,10,2
110,2,40,0,196,10,1
110,2,40,0,197,10,2
110,2,40,0,198,10,3
110,2,40,0,200,10,4
110,2,41,0,98,10,2
110,2,41,0,100,10,2
110,2,41,0,102,10,11
110,2,41,0,104,10,1
110,2,41,0,108,10,6
110,2,41,0,191,10,2
110,2,41,0,192,10,2
110,2,41,0,193,10,2
110,2,41,0,194,10,5
110,2,41,0,195,10,5
110,2,41,0,196,10,10
110,2,41,0,197,10,5
110,2,41,0,198,10,11
110,2,41,0,200,10,4
110,2,42,0,98,10,5
110,2,42,0,100,10,3
110,2,42,0,102,10,5
110,2,42,0,104,10,2
110,2,42,0,108,10,9
110,2,42,0,191,10,10
110,2,42,0,192,10,6
110,2,42,0,193,10,5
110,2,42,0,194,10,5
110,2,42,0,195,10,8
110,2,42,0,196,10,3
110,2,42,0,197,10,6
110,2,42,0,198,10,6
110,2,42,0,199,10,3
110,2,42,0,200,10,3
110,2,43,0,128,8,21
110,2,44,0,122,8,21
110,2,45,0,126,8,21
110,2,46,0,124,8,21
110,2,47,0,130,8,21
110,2,48,0,189,8,21
110,2,49,1,187,8,21
110,3,0,0,36,1,11
110,3,0,0,38,1,11
110,3,0,0,40,1,7
110,3,0,0,42,1,3
110,3,0,0,44,1,10
110,3,1,0,36,1,14
110,3,1,0,38,1,8
110,3,1,0,40,1,11
110,3,1,0,42,1,12
110,3,1,0,44,1,18
110,3,2,0,36,1,18
110,3,2,0,38,1,21
110,3,2,0,40,1,20
110,3,2,0,42,1,10
110,3,2,0,44,1,15
110,3,3,0,36,1,27
110,3,3,0,38,1,22
110,3,3,0,40,1,22
110,3,3,0,42,1,17
110,3,3,0,44,1,17
110,3,4,1,82,1,21
110,3,5,0,42,4,4
110,3,5,0,44,4,2
110,3,5,0,46,4,7
110,3,5,0,48,4,2
110,3,5,0,50,4,10
110,3,5,0,54,4,6
110,3,5,0,56,4,4
110,3,5,0,58,4,2
110,3,5,0,60,4,5
110,3,6,0,40,4,5
110,3,6,0,50,4,3
110,3,6,0,52,4,9
110,3,6,0,54,4,23
110,3,6,0,56,4,6
110,3,6,0,58,4,5
110,3,6,0,60,4,12
110,3,7,0,42,4,12
110,3,7,0,44,4,9
110,3,7,0,46,4,4
110,3,7,0,48,4,9
110,3,7,0,50,4,10
110,3,7,0,52,4,3
110,3,7,0,54,4,8
110,3,7,0,56,4,10
110,3,7,0,58,4,6
110,3,7,0,60,4,13
110,3,8,0,40,4,11
110,3,8,0,50,4,6
110,3,8,0,52,4,14
110,3,8,0,54,4,35
110,3,8,0,56,4,12
110,3,8,0,58,4,5
110,3,8,0,60,4,22
110,3,9,1,106,4,21
110,3,10,0,54,6,4
110,3,10,0,60,6,7
110,3,10,0,64,6,3
110,3,10,0,66,6,9
110,3,10,0,72,6,8
110,3,10,0,74,6,1
110,3,10,0,76,6,10
110,3,11,0,38,6,11
110,3,11,0,40,6,3
110,3,11,0,54,6,3
110,3,11,0,58,6,9
110,3,11,0,60,6,17
110,3,11,0,62,6,5
110,3,11,0,72,6,9
110,3,11,0,74,6,4
110,3,11,0,154,1,2
110,3,12,0,38,6,7
110,3,12,0,54,6,5
110,3,12,0,60,6,21
110,3,12,0,64,6,13
110,3,12,0,66,6,6
110,3,12,0,70,6,17
110,3,12,0,74,6,10
110,3,13,0,40,6,17
110,3,13,0,54,6,6
110,3,13,0,58,6,7
110,3,13,0,60,6,12
110,3,13,0,62,6,5
110,3,13,0,72,6,6
110,3,13,0,74,6,16
110,3,13,0,76,6,12
110,3,13,0,154,1,12
110,3,14,1,107,6,21
110,3,15,0,68,10,5
110,3,15,0,70,10,7
110,3,15,0,72,10,5
110,3,15,0,74,10,7
110,3,15,0,76,10,3
110,3,15,0,78,10,3
110,3,15,0,80,10,6
110,3,15,0,82,10,6
110,3,16,0,68,10,6
110,3,16,0,70,10,7
110,3,16,0,72,10,15
110,3,16,0,74,10,3
110,3,16,0,76,10,2
110,3,16,0,78,10,12
110,3,16,0,80,10,8
110,3,16,0,82,10,10
110,3,17,0,68,10,9
110,3,17,0,70,10,15
110,3,17,0,72,10,10
110,3,17,0,74,10,6
110,3,17,0,76,10,3
110,3,17,0,78,10,8
110,3,17,0,80,10,7
110,3,17,0,82,10,15
110,3,18,0,68,10,9
110,3,18,0,70,10,9
110,3,18,0,72,10,14
110,3,18,0,74,10,10
110,3,18,0,76,10,15
110,3,18,0,78,10,2
110,3,18,0,80,10,13
110,3,18,0,82,10,4
110,3,19,0,150,1,21
110,3,20,0,49,4,3
110,3,20,0,51,4,2
110,3,20,0,53,4,3
110,3,20,0,55,4,1
110,3,20,0,57,4,5
110,3,20,0,59,4,3
110,3,20,0,61,4,4
110,3,20,0,62,10,2
110,3,20,0,66,10,6
110,3,20,0,70,10,3
110,3,20,0,72,10,5
110,3,20,0,74,10,2
110,3,20,0,76,10,3
110,3,21,0,47,4,1
110,3,21,0,49,4,4
110,3,21,0,51,4,9
110,3,21,0,53,4,3
110,3,21,0,55,4,5
110,3,21,0,57,4,5
110,3,21,0,59,4,2
110,3,21,0,61,4,3
110,3,21,0,64,10,1
110,3,21,0,66,10,7
110,3,21,0,68,10,4
110,3,21,0,70,10,1
110,3,21,0,72,10,5
110,3,21,0,74,10,5
110,3,21,0,110,4,8
110,3,22,0,47,4,6
110,3,22,0,49,4,8
110,3,22,0,51,4,1
110,3,22,0,53,4,1
110,3,22,0,55,4,6
110,3,22,0,57,4,3
110,3,22,0,59,4,12
110,3,22,0,61,4,3
110,3,22,0,64,10,4
110,3,22,0,66,10,6
110,3,22,0,68,10,3
110,3,22,0,70,10,5
110,3,22,0,72,10,2
110,3,22,0,74,10,4
110,3,22,0,76,10,9
110,3,22,0,110,4,8
110,3,23,0,47,4,7
110,3,23,0,49,4,5
110,3,23,0,51,4,4
110,3,23,0,53,4,3
110,3,23,0,55,4,4
110,3,23,0,57,4,6
110,3,23,0,59,4,7
110,3,23,0,61,4,5
110,3,23,0,62,10,3
110,3,23,0,64,10,6
110,3,23,0,66,10,2
110,3,23,0,68,10,6
110,3,23,0,70,10,2
110,3,23,0,72,10,8
110,3,23,0,74,10,5
110,3,23,0,76,10,6
110,3,23,0,110,4,3
110,3,24,0,120,3,42
110,3,24,1,111,4,21
110,3,25,0,63,5,3
110,3,25,0,65,5,7
110,3,25,0,67,5,3
110,3,25,0,69,5,1
110,3,25,0,71,5,6
110,3,25,0,73,5,5
110,3,25,0,75,5,1
110,3,25,0,77,5,3
110,3,25,0,191,5,2
110,3,25,0,193,5,4
110,3,25,0,195,5,6
110,3,25,0,197,5,1
110,3,26,0,63,5,2
110,3,26,0,65,5,3
110,3,26,0,67,5,8
110,3,26,0,69,5,10
110,3,26,0,71,5,4
110,3,26,0,73,5,4
110,3,26,0,75,5,2
110,3,26,0,77,5,2
110,3,26,0,191,5,7
110,3,26,0,193,5,6
110,3,26,0,195,5,1
110,3,26,0,197,5,6
110,3,26,0,199,5,5
110,3,27,0,63,5,4
110,3,27,0,65,5,3
110,3,27,0,67,5,2
110,3,27,0,69,5,2
110,3,27,0,71,5,7
110,3,27,0,73,5,4
110,3,27,0,75,5,1
110,3,27,0,77,5,10
110,3,27,0,191,5,7
110,3,27,0,193,5,10
110,3,27,0,195,5,8
110,3,27,0,197,5,3
110,3,27,0,199,5,10
110,3,28,0,65,5,2
110,3,28,0,67,5,5
110,3,28,0,69,5,4
110,3,28,0,71,5,7
110,3,28,0,73,5,4
110,3,28,0,75,5,8
110,3,28,0,77,5,9
110,3,28,0,191,5,8
110,3,28,0,193,5,8
110,3,28,0,195,5,9
110,3,28,0,197,5,10
110,3,28,0,199,5,3
110,3,29,0,143,6,21
110,3,30,0,47,10,7
110,3,30,0,49,10,13
110,3,30,0,51,10,10
110,3,30,0,57,10,2
110,3,30,0,59,10,3
110,3,30,0,61,10,7
110,3,31,0,47,10,13
110,3,31,0,49,10,9
110,3,31,0,51,10,14
110,3,31,0,57,10,5
110,3,31,0,59,10,11
110,3,31,0,61,10,11
110,3,32,0,47,10,16
110,3,32,0,49,10,9
110,3,32,0,51,10,15
110,3,32,0,57,10,11
110,3,32,0,59,10,21
110,3,32,0,61,10,12
